瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥绊扁柯(∑C),乞闭 惑措嚼档(%)
143,措备,2019-10-15,14.1,18,75.5
143,措备,2019-10-16,13.5,20.4,76.8
143,措备,2019-10-17,14,19.6,79.5
143,措备,2019-10-18,14.7,17.4,93.4
143,措备,2019-10-19,17.2,23.6,79.6
143,措备,2019-10-20,15.6,23,81.9
143,措备,2019-10-21,15.5,22.4,79.6
143,措备,2019-10-22,16,22.8,77.1
143,措备,2019-10-23,16.4,20.7,76.8
143,措备,2019-10-24,17.9,20.7,71.4
143,措备,2019-10-25,19.2,24.7,60.1
143,措备,2019-10-26,15.5,18.8,53
143,措备,2019-10-27,12.3,17.9,51.1
143,措备,2019-10-28,11.6,19.4,66.3
143,措备,2019-10-29,14.3,20.4,60.8
143,措备,2019-10-30,13.5,18.8,53.6
143,措备,2019-10-31,14.1,21.7,67.1
143,措备,2019-11-01,15.3,23.2,69.6
143,措备,2019-11-02,14.2,20.7,78.3
143,措备,2019-11-03,14.6,21.4,79.5
143,措备,2019-11-04,13.4,18,69.5
143,措备,2019-11-05,12.4,20.1,70.8
143,措备,2019-11-06,12.5,20.4,66.9
143,措备,2019-11-07,13,18.7,57.4
143,措备,2019-11-08,10.2,17.2,52.3
143,措备,2019-11-09,9.4,17.9,55.6
143,措备,2019-11-10,9.4,16.4,70.9
143,措备,2019-11-11,12.4,18.4,75.1
143,措备,2019-11-12,10.9,17.4,73.4
143,措备,2019-11-13,9.7,15.7,71.8
143,措备,2019-11-14,4.6,10.5,38.5
143,措备,2019-11-15,7,16.2,60.6
143,措备,2019-11-16,11.8,19.7,76
143,措备,2019-11-17,10.5,15.1,90.8
143,措备,2019-11-18,11,20.6,60.3
143,措备,2019-11-19,5.1,8.2,53.3
143,措备,2019-11-20,4.3,10.4,45.9
143,措备,2019-11-21,6,13.8,51.4
143,措备,2019-11-22,9.8,17.6,72.4
143,措备,2019-11-23,10.9,18.3,80
143,措备,2019-11-24,13.9,20.2,74.5
143,措备,2019-11-25,8.7,13.7,64.1
143,措备,2019-11-26,9.8,14.3,65.9
143,措备,2019-11-27,7.3,10.4,58.9
143,措备,2019-11-28,5.6,9.6,72.9
143,措备,2019-11-29,5.1,11.4,56.4
143,措备,2019-11-30,6,13.3,61.8
143,措备,2019-12-01,6.9,9,81.6
143,措备,2019-12-02,4.9,7.5,54.5
143,措备,2019-12-03,4,8.5,56.4
143,措备,2019-12-04,4.8,10.2,58.5
143,措备,2019-12-05,2,5.9,41
143,措备,2019-12-06,-1.4,3.6,31
143,措备,2019-12-07,2.4,7.9,47.9
143,措备,2019-12-08,2.6,9.3,58.1
143,措备,2019-12-09,2.5,10.9,65
143,措备,2019-12-10,4.9,14,72
143,措备,2019-12-11,7.2,16.6,64.5
143,措备,2019-12-12,3.2,7,37.5
143,措备,2019-12-13,2.3,8.6,42.6
143,措备,2019-12-14,4.5,9.9,48
143,措备,2019-12-15,5,12.4,62.3
143,措备,2019-12-16,6.3,13.2,72.5
143,措备,2019-12-17,9.1,15.1,75.3
143,措备,2019-12-18,7.4,11.2,51
143,措备,2019-12-19,4.1,8.5,34.5
143,措备,2019-12-20,2.4,6.1,48.3
143,措备,2019-12-21,.9,4.5,57.9
143,措备,2019-12-22,1.3,7.6,69.4
143,措备,2019-12-23,3.6,10.4,67.8
143,措备,2019-12-24,3.3,10.1,67.1
143,措备,2019-12-25,4.6,12.1,62.4
143,措备,2019-12-26,4.2,7.1,68.1
143,措备,2019-12-27,1.9,5.6,44.3
143,措备,2019-12-28,1.2,7.8,50.5
143,措备,2019-12-29,.6,4.3,71.6
143,措备,2019-12-30,5.2,10.6,78.8
143,措备,2019-12-31,-2.5,2.6,33
143,措备,2020-01-01,.2,4.6,53.3
143,措备,2020-01-02,3.4,7.3,57.9
143,措备,2020-01-03,3.6,8.6,54.3
143,措备,2020-01-04,2.7,8.6,55.4
143,措备,2020-01-05,2.2,10.2,53.6
143,措备,2020-01-06,1.4,3,84.3
143,措备,2020-01-07,7,15.7,97
143,措备,2020-01-08,7.9,14.1,64.5
143,措备,2020-01-09,3.2,6.5,54
143,措备,2020-01-10,2.2,9.2,59.1
143,措备,2020-01-11,3.3,8,50.4
143,措备,2020-01-12,2.7,6.5,51.1
143,措备,2020-01-13,2.1,5.5,48.1
143,措备,2020-01-14,1.6,5.8,42.3
143,措备,2020-01-15,.9,5.2,47
143,措备,2020-01-16,.3,7.2,47.4
143,措备,2020-01-17,1.4,8,51.8
143,措备,2020-01-18,3.1,8.7,44.1
143,措备,2020-01-19,3.2,9,49.4
143,措备,2020-01-20,4.6,8.1,44.1
143,措备,2020-01-21,1.9,7.9,36
143,措备,2020-01-22,2.9,5.7,65.9
143,措备,2020-01-23,5,8.6,95.4
143,措备,2020-01-24,6.1,11.8,80.3
143,措备,2020-01-25,7.2,9.8,68.8
143,措备,2020-01-26,6.7,11.2,74.1
143,措备,2020-01-27,6.2,8.5,85.3
143,措备,2020-01-28,7.4,11.1,75
143,措备,2020-01-29,6.2,9.8,75
143,措备,2020-01-30,5.7,9.3,67.9
143,措备,2020-01-31,4.4,8.3,66.8
143,措备,2020-02-01,2.9,8.1,67.6
143,措备,2020-02-02,3.6,9.5,61.5
143,措备,2020-02-03,3.1,7.5,45.6
143,措备,2020-02-04,1.9,7.7,42.5
143,措备,2020-02-05,-1.5,3.4,30.8
143,措备,2020-02-06,-2.1,3.6,39.3
143,措备,2020-02-07,1.1,7.7,49.9
143,措备,2020-02-08,2.9,7.2,46
143,措备,2020-02-09,1.9,8,44.3
143,措备,2020-02-10,5.5,12.1,46.8
143,措备,2020-02-11,6.1,13.5,56.3
143,措备,2020-02-12,8.1,9.5,90.5
143,措备,2020-02-13,10.4,15.3,76
143,措备,2020-02-14,10.7,18.5,63.4
143,措备,2020-02-15,12,17.3,69.8
143,措备,2020-02-16,5,12.1,64.1
143,措备,2020-02-17,-1.6,1.8,51.9
143,措备,2020-02-18,-.2,5.3,44.8
143,措备,2020-02-19,4.7,11.4,43.8
143,措备,2020-02-20,6.1,14.4,53.3
143,措备,2020-02-21,8.3,16.7,56.5
143,措备,2020-02-22,8.2,12.1,46
143,措备,2020-02-23,4.9,11.2,42.3
143,措备,2020-02-24,8.1,16.4,40.3
143,措备,2020-02-25,7,9.8,96.4
143,措备,2020-02-26,8.3,13.5,82.8
143,措备,2020-02-27,6.1,9.3,68
143,措备,2020-02-28,4.5,8.1,90
143,措备,2020-02-29,6.3,11.8,88.6
143,措备,2020-03-01,9.4,14.7,78.5
143,措备,2020-03-02,7.1,11.5,57
143,措备,2020-03-03,7.7,12.5,73.1
143,措备,2020-03-04,5.9,10.6,53
143,措备,2020-03-05,3.7,10.4,51.8
143,措备,2020-03-06,5.4,13.9,51.1
143,措备,2020-03-07,5.7,10.2,78
143,措备,2020-03-08,8.3,16,77.9
143,措备,2020-03-09,9.1,15.1,83.4
143,措备,2020-03-10,9,10.7,90.9
143,措备,2020-03-11,6.4,11.2,48.1
143,措备,2020-03-12,8.3,17.1,48.1
143,措备,2020-03-13,9.4,15.4,47
143,措备,2020-03-14,6.5,11.5,37.3
143,措备,2020-03-15,6.2,12.2,48.4
143,措备,2020-03-16,6.4,12.1,47.1
143,措备,2020-03-17,10.5,18.6,53.6
143,措备,2020-03-18,11.7,19.6,50.5
143,措备,2020-03-19,10.8,19.4,52
143,措备,2020-03-20,12,18.6,38.6
143,措备,2020-03-21,15,25.4,54.1
143,措备,2020-03-22,14.1,21.7,62.4
143,措备,2020-03-23,11.5,20.1,56.9
143,措备,2020-03-24,11.2,19,59
143,措备,2020-03-25,13.1,21.4,57.4
143,措备,2020-03-26,13.2,16.9,76.8
143,措备,2020-03-27,14.6,19.6,87
143,措备,2020-03-28,8.2,11.1,60.3
143,措备,2020-03-29,8.7,14.4,70.3
143,措备,2020-03-30,11.5,18.3,64
143,措备,2020-03-31,12.8,21.1,64.5
143,措备,2020-04-01,13.9,19.8,50.1
143,措备,2020-04-02,12.6,19,39.4
143,措备,2020-04-03,13.5,20.6,40.4
143,措备,2020-04-04,10.8,20.2,54
143,措备,2020-04-05,9.3,16.6,40.8
143,措备,2020-04-06,11.3,18.9,43.9
143,措备,2020-04-07,15.3,21.7,37.6
143,措备,2020-04-08,12.2,18.8,45
143,措备,2020-04-09,10.3,17.5,55.5
143,措备,2020-04-10,11,15,60.8
143,措备,2020-04-11,10.6,15.2,69.3
143,措备,2020-04-12,9.2,13,76.8
143,措备,2020-04-13,10.2,16.7,49.6
143,措备,2020-04-14,14.6,23.9,39.9
143,措备,2020-04-15,14.5,23.1,46
143,措备,2020-04-16,12.8,18.1,67.4
143,措备,2020-04-17,10.7,12.9,92.4
143,措备,2020-04-18,14,19.9,73.3
143,措备,2020-04-19,11.1,13.9,91.9
143,措备,2020-04-20,13.6,19.8,73
143,措备,2020-04-21,11.4,17.3,40.3
143,措备,2020-04-22,8.5,14.4,41.3
143,措备,2020-04-23,9.9,16,41
143,措备,2020-04-24,11.8,18.4,29.8
143,措备,2020-04-25,15.9,24.1,41.6
143,措备,2020-04-26,13.6,19.8,51.1
143,措备,2020-04-27,12.9,20,60.1
143,措备,2020-04-28,15.2,22.6,46.1
143,措备,2020-04-29,17.6,26.1,44.4
143,措备,2020-04-30,18.9,28,57.9
143,措备,2020-05-01,22.7,31.3,72.3
143,措备,2020-05-02,22.7,29.7,67.6
143,措备,2020-05-03,17.9,20.3,98
143,措备,2020-05-04,21.5,29.7,76.4
143,措备,2020-05-05,16.8,21.2,83.1
143,措备,2020-05-06,17.5,26.1,67.5
143,措备,2020-05-07,15.8,21.9,55.9
143,措备,2020-05-08,17.6,25.6,64.4
143,措备,2020-05-09,17,19,95.3
143,措备,2020-05-10,18.9,23.9,69.5
143,措备,2020-05-11,21.1,28.6,49.1
143,措备,2020-05-12,20.2,26.5,42.1
143,措备,2020-05-13,18.6,25.5,40.6
143,措备,2020-05-14,19.9,28.3,41.3
143,措备,2020-05-15,16.5,19.8,82.6
143,措备,2020-05-16,19.3,26.6,80.5
143,措备,2020-05-17,22,29,73.1
143,措备,2020-05-18,19.8,23.5,80
143,措备,2020-05-19,15.5,19.4,71.6
143,措备,2020-05-20,15.6,22.4,57.4
143,措备,2020-05-21,16.2,24,66.6
143,措备,2020-05-22,17.1,23.2,66.4
143,措备,2020-05-23,20.1,28.6,59.9
143,措备,2020-05-24,21.6,27.4,61.4
143,措备,2020-05-25,21.4,26.3,57.3
143,措备,2020-05-26,21.6,27.6,55.4
143,措备,2020-05-27,21.4,27.3,45.3
143,措备,2020-05-28,21,28.6,47.4
143,措备,2020-05-29,21.1,28.9,50.1
143,措备,2020-05-30,21.7,28.4,49.6
143,措备,2020-05-31,22.3,28.9,55.6
143,措备,2020-06-01,23.6,29.1,47.8
143,措备,2020-06-02,22.5,29.3,41.9
143,措备,2020-06-03,24.1,31.1,56.5
143,措备,2020-06-04,27.7,35.3,56.5
143,措备,2020-06-05,25.9,34.6,61
143,措备,2020-06-06,21.2,26.3,65.9
143,措备,2020-06-07,23.5,31.3,53.9
143,措备,2020-06-08,26.9,35.6,46.6
143,措备,2020-06-09,28.7,37,46.3
143,措备,2020-06-10,28.1,36.1,54.8
143,措备,2020-06-11,25.5,31.7,77.4
143,措备,2020-06-12,25.6,30.9,79.5
143,措备,2020-06-13,24.6,29.5,81.5
143,措备,2020-06-14,25.5,30.5,80.9
143,措备,2020-06-15,25.9,31.8,53.9
143,措备,2020-06-16,24.8,31.3,49.9
143,措备,2020-06-17,23.3,27.7,54.4
143,措备,2020-06-18,19.2,23.1,84.6
143,措备,2020-06-19,22,28.7,70.6
143,措备,2020-06-20,23.2,28.8,62.8
143,措备,2020-06-21,22.2,27.2,64.1
143,措备,2020-06-22,25.3,33.5,56.1
143,措备,2020-06-23,26.3,34,53.4
143,措备,2020-06-24,22.2,24.5,75.4
143,措备,2020-06-25,23.8,26.9,86.1
143,措备,2020-06-26,25.5,30.7,60.3
143,措备,2020-06-27,26.1,31.3,59.4
143,措备,2020-06-28,26.1,32,59.1
143,措备,2020-06-29,22.1,26.8,82
143,措备,2020-06-30,23.5,28.2,72.6
143,措备,2020-07-01,22.2,26.3,69.1
143,措备,2020-07-02,23.6,28.8,64.1
143,措备,2020-07-03,20.7,22.6,73.9
143,措备,2020-07-04,21.2,24.2,75.8
143,措备,2020-07-05,23.7,28.6,70.1
143,措备,2020-07-06,24.1,28.1,74.6
143,措备,2020-07-07,26.5,32.4,70.4
143,措备,2020-07-08,26.2,31,64.5
143,措备,2020-07-09,24.4,29.7,74.3
143,措备,2020-07-10,24,28.4,84
143,措备,2020-07-11,25.5,31.3,71.6
143,措备,2020-07-12,20.4,21.9,82.8
143,措备,2020-07-13,19.2,21,89.3
143,措备,2020-07-14,19.6,21.5,89.6
143,措备,2020-07-15,19.2,22.9,83.8
143,措备,2020-07-16,22.2,28.8,65.8
143,措备,2020-07-17,22.7,28.8,65.9
143,措备,2020-07-18,22.4,27.6,71
143,措备,2020-07-19,24.3,28,78.4
143,措备,2020-07-20,29.1,32.8,63.4
143,措备,2020-07-21,26.9,31.8,64.9
143,措备,2020-07-22,22.5,25.1,94.3
143,措备,2020-07-23,21.7,22.5,91.8
143,措备,2020-07-24,21.3,23,91.1
143,措备,2020-07-25,21.9,24.8,93.6
143,措备,2020-07-26,25,30.2,75
143,措备,2020-07-27,22.6,24.6,89.9
143,措备,2020-07-28,22.3,24.2,91.8
143,措备,2020-07-29,23.1,24.7,94.4
143,措备,2020-07-30,23.1,25,91.8
143,措备,2020-07-31,26.1,31.5,81
143,措备,2020-08-01,27.7,34.1,74.9
143,措备,2020-08-02,28.6,33.4,69.6
143,措备,2020-08-03,29.1,33,66.3
143,措备,2020-08-04,29.3,34.4,66.8
143,措备,2020-08-05,28.9,33,68.9
143,措备,2020-08-06,28.5,31.2,72.6
143,措备,2020-08-07,24.6,27.1,93.6
143,措备,2020-08-08,23.7,25,96.9
143,措备,2020-08-09,28.3,33.4,71.6
143,措备,2020-08-10,26.1,30.6,90.1
143,措备,2020-08-11,27.6,33.2,81.8
143,措备,2020-08-12,28.7,33.7,79.4
143,措备,2020-08-13,30.3,35.4,68.1
143,措备,2020-08-14,31.2,35.6,64.3
143,措备,2020-08-15,31.4,36.1,60.9
143,措备,2020-08-16,30.4,35.9,64
143,措备,2020-08-17,29.6,34.2,66.5
143,措备,2020-08-18,30,35.9,63.3
143,措备,2020-08-19,30.5,36,59.4
143,措备,2020-08-20,29.6,36.3,60
143,措备,2020-08-21,27.2,33.8,71.8
143,措备,2020-08-22,26.9,31.2,69.8
143,措备,2020-08-23,28.2,33.5,66.4
143,措备,2020-08-24,28.5,33.9,67.8
143,措备,2020-08-25,29.9,36.3,65.1
143,措备,2020-08-26,29.4,33.5,67.8
143,措备,2020-08-27,28.4,33.3,74.1
143,措备,2020-08-28,28.8,32.9,73
143,措备,2020-08-29,29.8,33.9,65.4
143,措备,2020-08-30,28.6,34.9,70.9
143,措备,2020-08-31,25.4,27.4,73.4
143,措备,2020-09-01,25.6,29.4,72.6
143,措备,2020-09-02,26.1,28.3,84.8
143,措备,2020-09-03,27,30.8,57.8
143,措备,2020-09-04,24.1,30.4,62
143,措备,2020-09-05,19.9,23.1,85.3
143,措备,2020-09-06,19.5,20.7,93.4
143,措备,2020-09-07,23.4,25.6,72.4
143,措备,2020-09-08,25.4,30.3,62
143,措备,2020-09-09,23.9,28.1,70.9
143,措备,2020-09-10,23.3,28.1,72.6
143,措备,2020-09-11,21.7,26.5,81.8
143,措备,2020-09-12,19.9,21.9,90.9
143,措备,2020-09-13,20.9,26,76.1
143,措备,2020-09-14,22.5,28.6,71
143,措备,2020-09-15,22.9,28.9,71.5
143,措备,2020-09-16,21.7,23.7,85.8
143,措备,2020-09-17,21.5,25,87
143,措备,2020-09-18,20.5,25.6,71.1
143,措备,2020-09-19,20.5,27.4,63.1
143,措备,2020-09-20,19.7,26.3,59.8
143,措备,2020-09-21,18,24.4,69.3
143,措备,2020-09-22,17.5,22.9,76.4
143,措备,2020-09-23,18.7,22.9,69.8
143,措备,2020-09-24,19.6,23.9,70.4
143,措备,2020-09-25,19.7,25.6,70.4
143,措备,2020-09-26,19.4,25,70.4
143,措备,2020-09-27,18.8,24.3,68.6
143,措备,2020-09-28,17.6,24.1,72.9
143,措备,2020-09-29,18.3,26.1,67.8
143,措备,2020-09-30,18.6,25,70.4
143,措备,2020-10-01,18.4,24.9,74.1
143,措备,2020-10-02,20.7,26.6,71.4
143,措备,2020-10-03,21.5,27.3,75
143,措备,2020-10-04,20.3,23.1,71.6
143,措备,2020-10-05,15.8,20.1,43.5
143,措备,2020-10-06,16.2,22.4,54.5
143,措备,2020-10-07,17.1,22.1,66.3
143,措备,2020-10-08,18.3,21.3,54.6
143,措备,2020-10-09,18.6,21.5,56
143,措备,2020-10-10,18.1,23.7,62.5
143,措备,2020-10-11,16.5,21.5,71.5
143,措备,2020-10-12,17.5,23.5,72
143,措备,2020-10-13,16,21.8,53
143,措备,2020-10-14,13.7,21.4,64.5
143,措备,2020-10-15,14.5,21.1,55.3
143,措备,2020-10-16,13.4,17,72.9
143,措备,2020-10-17,14.5,21,70.4
143,措备,2020-10-18,14.1,21.8,63.9
143,措备,2020-10-19,14.2,22.4,69
143,措备,2020-10-20,14.7,22.9,71.9
143,措备,2020-10-21,13.7,18.3,86.9
143,措备,2020-10-22,15,18.9,75.9
143,措备,2020-10-23,11.7,16.7,45.4
143,措备,2020-10-24,11.3,16.7,41.3
143,措备,2020-10-25,14,20.8,53.5
143,措备,2020-10-26,13.4,21.6,61.6
143,措备,2020-10-27,13.4,21.6,65.8
143,措备,2020-10-28,16.1,21.3,50.8
143,措备,2020-10-29,12,19.2,53.6
143,措备,2020-10-30,11.7,18.7,70.1
143,措备,2020-10-31,11.4,18.1,69
143,措备,2020-11-01,12.1,13.6,86.6
143,措备,2020-11-02,13,18.2,62.6
143,措备,2020-11-03,7.5,11.4,46.4
143,措备,2020-11-04,6.7,12.7,39.4
143,措备,2020-11-05,8.7,16.9,49.4
143,措备,2020-11-06,12.1,14.6,56.9
143,措备,2020-11-07,14.4,22.3,58.9
143,措备,2020-11-08,11.2,17.8,39.4
143,措备,2020-11-09,8.2,12.8,34.1
143,措备,2020-11-10,9.4,15.1,42.5
143,措备,2020-11-11,8.2,16.5,52
143,措备,2020-11-12,9.4,18.8,59.3
143,措备,2020-11-13,10.9,19.7,57.3
143,措备,2020-11-14,11.3,19,71.6
143,措备,2020-11-15,10.9,18.9,76.6
143,措备,2020-11-16,12.3,20.3,70.1
143,措备,2020-11-17,14.7,20.4,75.3
143,措备,2020-11-18,18.9,23.4,74.6
143,措备,2020-11-19,19.4,25.3,78
143,措备,2020-11-20,9.4,12.9,62.8
143,措备,2020-11-21,7.1,11.9,72.4
143,措备,2020-11-22,9.2,11.9,74.4
143,措备,2020-11-23,5.9,10.5,49.1
143,措备,2020-11-24,5.6,12.9,58.4
143,措备,2020-11-25,7.2,12.6,53.5
143,措备,2020-11-26,8.8,13.3,63.8
143,措备,2020-11-27,8.2,11.9,55.1
143,措备,2020-11-28,3.6,7.6,44.9
143,措备,2020-11-29,3.8,8.2,53.6
143,措备,2020-11-30,3.8,8.2,47.9
143,措备,2020-12-01,3,9.8,46.6
143,措备,2020-12-02,4.1,10.3,47.6
143,措备,2020-12-03,4.6,8.7,40.3
143,措备,2020-12-04,2.7,7.6,42.4
143,措备,2020-12-05,3.3,8.4,60.3
143,措备,2020-12-06,4.1,10.5,65.6
143,措备,2020-12-07,4.5,11.3,64.4
143,措备,2020-12-08,2.5,6.8,48
143,措备,2020-12-09,1.9,9.7,48.3
143,措备,2020-12-10,5.9,12.2,54.9
143,措备,2020-12-11,6.8,11.4,62.5
143,措备,2020-12-12,5.8,9.4,43.6
143,措备,2020-12-13,2.5,10.5,53.9
143,措备,2020-12-14,-3.2,-.5,33.5
143,措备,2020-12-15,-4.4,-.4,36
143,措备,2020-12-16,-3.6,-.2,40.9
143,措备,2020-12-17,-1.9,2.4,43
143,措备,2020-12-18,.5,7.2,49.5
143,措备,2020-12-19,-1.4,2.5,34.3
143,措备,2020-12-20,-.2,4.5,43.4
143,措备,2020-12-21,.5,5.9,58
143,措备,2020-12-22,1.8,8.9,64.4
143,措备,2020-12-23,2,8.7,68.3
143,措备,2020-12-24,4.5,11.1,55
143,措备,2020-12-25,1.4,5.4,50.5
143,措备,2020-12-26,1.7,9.1,61.4
143,措备,2020-12-27,2.4,6.8,79.5
143,措备,2020-12-28,3.8,12.6,87.4
143,措备,2020-12-29,3.2,11.9,81.5
143,措备,2020-12-30,-5.6,.9,50.5
143,措备,2020-12-31,-5.1,-.6,50.4
143,措备,2021-01-01,-1.8,2.6,66.4
143,措备,2021-01-02,-.9,2.1,50.9
143,措备,2021-01-03,-1.3,2.1,42.5
143,措备,2021-01-04,-.3,5.5,51.8
143,措备,2021-01-05,-1.1,2.6,47.9
143,措备,2021-01-06,-4,.4,47.6
143,措备,2021-01-07,-8.7,-1.2,40.3
143,措备,2021-01-08,-10.4,-5.8,41.3
143,措备,2021-01-09,-8,-3.1,45.1
143,措备,2021-01-10,-4.7,1.2,51.4
143,措备,2021-01-11,-4.2,-.8,62.8
143,措备,2021-01-12,-1.5,4.3,60
143,措备,2021-01-13,3.6,11.7,57
143,措备,2021-01-14,4.4,12.9,51.1
143,措备,2021-01-15,8.3,16.1,55.6
143,措备,2021-01-16,1.7,8.3,47.8
143,措备,2021-01-17,-2.8,1.1,42.5
143,措备,2021-01-18,-1.9,4.4,60
143,措备,2021-01-19,-2.6,3.4,43
143,措备,2021-01-20,-.8,8.6,53.3
143,措备,2021-01-21,4.5,11.5,71.8
143,措备,2021-01-22,8.2,10.7,94
143,措备,2021-01-23,9.3,11.8,86.3
143,措备,2021-01-24,8,10.3,78
143,措备,2021-01-25,7.4,12,78
143,措备,2021-01-26,6.1,7.7,92.5
143,措备,2021-01-27,5.8,10.4,58
143,措备,2021-01-28,1.2,11.1,67
143,措备,2021-01-29,-4.4,-.2,46.9
143,措备,2021-01-30,.9,9,55.6
143,措备,2021-01-31,4.5,12.1,62.5
143,措备,2021-02-01,7.1,10.1,90.3
143,措备,2021-02-02,-.4,7.1,43.4
143,措备,2021-02-03,-1,4.8,48.1
143,措备,2021-02-04,1.4,5.8,51.4
143,措备,2021-02-05,1.5,7.9,54.5
143,措备,2021-02-06,5.2,14.5,62
143,措备,2021-02-07,6.6,14,62.4
143,措备,2021-02-08,.4,4.4,42.5
143,措备,2021-02-09,1.6,7.7,42
143,措备,2021-02-10,3.9,10.9,56.1
143,措备,2021-02-11,5.8,12,65
143,措备,2021-02-12,7.7,16.6,60.6
143,措备,2021-02-13,8.6,19.1,55.6
143,措备,2021-02-14,7.7,12.8,82.8
143,措备,2021-02-15,5.9,11.3,67.4
143,措备,2021-02-16,-.1,6.1,55.5
143,措备,2021-02-17,-4.8,-2.4,47.5
143,措备,2021-02-18,-4.4,.2,58.8
143,措备,2021-02-19,4.3,12.9,48.6
143,措备,2021-02-20,11.3,20.4,54.4
143,措备,2021-02-21,14.3,24.4,54
143,措备,2021-02-22,13.7,22.8,50.3
143,措备,2021-02-23,5.9,11.5,33.5
143,措备,2021-02-24,5.5,12.7,53.3
143,措备,2021-02-25,5,9.8,89.4
143,措备,2021-02-26,8.3,12,74.5
143,措备,2021-02-27,6.7,8.9,69.3
143,措备,2021-02-28,7.4,13,84.4
143,措备,2021-03-01,8.9,16.1,99.8
143,措备,2021-03-02,2.6,6.2,88.9
143,措备,2021-03-03,4.1,9.5,77.8
143,措备,2021-03-04,5.9,11.5,90.4
143,措备,2021-03-05,10.6,19,74.8
143,措备,2021-03-06,6.2,9.5,82.3
143,措备,2021-03-07,5.5,8.8,77.3
143,措备,2021-03-08,6.3,14,77.5
143,措备,2021-03-09,9,15.1,64.8
143,措备,2021-03-10,8.8,14.1,57.6
143,措备,2021-03-11,10,18.2,63.6
143,措备,2021-03-12,9,11.6,93.4
143,措备,2021-03-13,9.8,16,77.1
143,措备,2021-03-14,10.5,17.2,72.8
143,措备,2021-03-15,12.5,19.7,68.5
143,措备,2021-03-16,14.9,20.1,54.1
143,措备,2021-03-17,10.5,17.8,61.9
143,措备,2021-03-18,10.4,16.6,75.6
143,措备,2021-03-19,11.2,15.4,68.1
143,措备,2021-03-20,9.9,10.9,92.1
143,措备,2021-03-21,8.8,11.7,61.5
143,措备,2021-03-22,7.9,13,46.6
143,措备,2021-03-23,11.4,20.2,49.4
143,措备,2021-03-24,11.5,18.2,54.9
143,措备,2021-03-25,14.1,22.3,54
143,措备,2021-03-26,15.3,23.9,52.6
143,措备,2021-03-27,12.7,17.1,84.8
143,措备,2021-03-28,15.8,20.2,72.9
143,措备,2021-03-29,15.1,19.5,51
143,措备,2021-03-30,14.6,21.3,39.5
143,措备,2021-03-31,13.6,23.1,58.6
143,措备,2021-04-01,13.5,17.7,63.1
143,措备,2021-04-02,14.7,18.7,69
143,措备,2021-04-03,14.5,18.5,91.1
143,措备,2021-04-04,9.7,13.8,86.6
143,措备,2021-04-05,9.9,16.2,63.9
143,措备,2021-04-06,13.2,21.4,57
143,措备,2021-04-07,17.1,23,42.8
143,措备,2021-04-08,14.6,21.9,54.1
143,措备,2021-04-09,9.2,15,75.6
143,措备,2021-04-10,10.6,18.5,63.8
143,措备,2021-04-11,13.6,21.9,56.9
143,措备,2021-04-12,11.8,14.5,85.1
143,措备,2021-04-13,15.1,20,70.3
143,措备,2021-04-14,11.1,17.2,49.9
143,措备,2021-04-15,11.9,18.7,52.6
143,措备,2021-04-16,13.7,21.1,67.4
143,措备,2021-04-17,13.5,19.3,52.6
143,措备,2021-04-18,12.6,17.5,51
143,措备,2021-04-19,16.6,24,43
143,措备,2021-04-20,18.9,26.5,44
143,措备,2021-04-21,19.9,29.5,55
143,措备,2021-04-22,20.2,28.3,51.5
143,措备,2021-04-23,15.8,18,64
143,措备,2021-04-24,16.7,23.3,62.9
143,措备,2021-04-25,14.4,18.8,63.3
143,措备,2021-04-26,13.6,21.1,63.1
143,措备,2021-04-27,15.8,22.2,58.5
143,措备,2021-04-28,18.1,23.9,56.5
143,措备,2021-04-29,18.3,24.7,52.6
143,措备,2021-04-30,16.9,22.2,57.5
143,措备,2021-05-01,12.1,15.6,77.3
143,措备,2021-05-02,13.6,19.9,68
143,措备,2021-05-03,16.5,24.7,64.1
143,措备,2021-05-04,17,20.9,85
143,措备,2021-05-05,18.5,23.5,53.6
143,措备,2021-05-06,16.9,25.7,52.1
143,措备,2021-05-07,18.1,25.6,43.5
143,措备,2021-05-08,18.1,26.1,36.9
143,措备,2021-05-09,19,25,30.3
143,措备,2021-05-10,13.8,16.2,66.5
143,措备,2021-05-11,15.1,18.2,69.4
143,措备,2021-05-12,17.3,22.5,58.6
143,措备,2021-05-13,20.4,30.3,53.1
143,措备,2021-05-14,22,30.4,59.3
143,措备,2021-05-15,19.9,22.6,85.6
143,措备,2021-05-16,20.1,23.7,92.9
143,措备,2021-05-17,14.4,16,93.4
143,措备,2021-05-18,17.7,23.5,81
143,措备,2021-05-19,22.5,29.4,57.4
143,措备,2021-05-20,16.3,20,85.1
143,措备,2021-05-21,17.6,21.5,69.6
143,措备,2021-05-22,21,27.5,57.6
143,措备,2021-05-23,23.6,30.8,52.5
143,措备,2021-05-24,22.3,27.5,49.8
143,措备,2021-05-25,18,23.7,43.5
143,措备,2021-05-26,18,24.3,44.3
143,措备,2021-05-27,18.9,25.5,55.9
143,措备,2021-05-28,16.7,28.8,71.6
143,措备,2021-05-29,20.4,26.3,49.4
143,措备,2021-05-30,20.6,28.5,56.5
143,措备,2021-05-31,20.7,28.9,67.1
143,措备,2021-06-01,22.8,29.7,57.6
